# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"26.03.2021 12:51";"14.0";"741.1";"763.3";"63";"Wind blowing from the west-northwest";"6";"";"";"";"Scattered clouds (40-50%) 930 m, broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1350 m";"16.0";"7.0";
"26.03.2021 11:51";"14.0";"740.8";"763.0";"63";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 780 m, broken clouds (60-90%) 960 m, broken clouds (60-90%) 1500 m";"16.0";"7.0";
"26.03.2021 10:51";"12.0";"740.2";"762.5";"67";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 720 m, overcast (100%) 1500 m";"16.0";"6.0";
"26.03.2021 09:51";"12.0";"739.4";"761.7";"67";"Wind blowing from the west-northwest";"8";"";"";"";"Overcast (100%) 780 m";"16.0";"6.0";
"26.03.2021 08:51";"11.0";"737.9";"760.2";"72";"Wind blowing from the west";"10";"13";"";"";"Overcast (100%) 600 m";"16.0";"6.0";
"26.03.2021 07:51";"11.0";"736.7";"759.0";"72";"Wind blowing from the west";"11";"16";"";"";"Overcast (100%) 600 m";"16.0";"6.0";
"26.03.2021 06:51";"11.0";"735.0";"757.2";"72";"Wind blowing from the west-southwest";"11";"14";"";"";"Overcast (100%) 690 m";"16.0";"6.0";
"26.03.2021 06:05";"12.0";"733.6";"755.7";"67";"Wind blowing from the west";"13";"19";"";"";"Broken clouds (60-90%) 870 m, broken clouds (60-90%) 1020 m";"16.0";"6.0";
"26.03.2021 05:51";"13.0";"733.1";"755.1";"67";"Wind blowing from the west-southwest";"13";"20";"";"";"Broken clouds (60-90%) 960 m";"16.0";"7.0";
"26.03.2021 04:51";"14.0";"731.2";"753.1";"63";"Wind blowing from the south-southwest";"13";"17";"";"";"Broken clouds (60-90%) 1170 m, overcast (100%) 1320 m";"16.0";"7.0";
"26.03.2021 03:51";"16.0";"729.6";"751.3";"63";"Wind blowing from the south-west";"15";"21";"";"";"Few clouds (10-30%) 1170 m";"16.0";"9.0";
"26.03.2021 02:51";"18.0";"728.8";"750.3";"68";"Wind blowing from the south-southwest";"13";"20";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m";"16.0";"12.0";
"26.03.2021 02:17";"18.0";"728.8";"750.3";"73";"Wind blowing from the south-west";"11";"17";"";"";"Scattered clouds (40-50%) 990 m, broken clouds (60-90%) 1350 m";"16.0";"13.0";
"26.03.2021 01:51";"18.0";"728.8";"750.3";"78";"Wind blowing from the south";"9";"16";"";"";"Broken clouds (60-90%) 870 m, overcast (100%) 1110 m";"16.0";"14.0";
"26.03.2021 01:12";"18.0";"728.6";"750.1";"78";"Wind blowing from the south";"9";"13";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1320 m";"16.0";"14.0";
"26.03.2021 00:51";"18.0";"728.8";"750.3";"78";"Wind blowing from the south";"9";"12";"Light rain";"";"Broken clouds (60-90%) 900 m, overcast (100%) 1110 m";"16.0";"14.0";
"25.03.2021 23:51";"18.0";"729.6";"751.1";"78";"Wind blowing from the south-southeast";"7";"11";"";"";"Broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1500 m, overcast (100%) 3300 m";"16.0";"14.0";
"25.03.2021 23:03";"18.0";"730.0";"751.6";"78";"Wind blowing from the south-southeast";"8";"13";"";"";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 1650 m, broken clouds (60-90%) 2250 m, broken clouds (60-90%) 3900 m";"16.0";"14.0";
"25.03.2021 22:51";"17.0";"730.2";"751.8";"83";"Wind blowing from the south";"7";"11";"";"";"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3900 m";"16.0";"14.0";
"25.03.2021 21:51";"17.0";"730.9";"752.6";"83";"Wind blowing from the south-east";"4";"";"";"";"Overcast (100%) 840 m";"16.0";"14.0";
"25.03.2021 20:51";"17.0";"731.7";"753.4";"83";"Wind blowing from the south-east";"6";"9";"";"";"Overcast (100%) 960 m";"16.0";"14.0";
"25.03.2021 20:15";"17.0";"732.7";"754.4";"77";"Wind blowing from the south-east";"4";"";"";"";"Few clouds (10-30%) 750 m, overcast (100%) 1230 m";"16.0";"13.0";
"25.03.2021 19:51";"17.0";"732.7";"754.4";"77";"Wind blowing from the south-east";"5";"";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 1170 m";"16.0";"13.0";
"25.03.2021 19:32";"17.0";"732.9";"754.6";"77";"Wind blowing from the south-east";"4";"";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 990 m, overcast (100%) 1470 m";"16.0";"13.0";
"25.03.2021 18:51";"17.0";"733.4";"755.1";"77";"Wind blowing from the south-east";"4";"";"";"";"Scattered clouds (40-50%) 780 m, overcast (100%) 1290 m";"16.0";"13.0";
"25.03.2021 18:46";"17.0";"733.4";"755.1";"77";"Wind blowing from the south-east";"4";"";"";"";"Scattered clouds (40-50%) 780 m, overcast (100%) 1290 m";"16.0";"13.0";
"25.03.2021 17:51";"18.0";"734.2";"755.9";"73";"Wind blowing from the south-southeast";"5";"";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 1500 m";"16.0";"13.0";
"25.03.2021 17:37";"18.0";"733.7";"755.4";"73";"Wind blowing from the south-southeast";"4";"";"";"";"Broken clouds (60-90%) 840 m, overcast (100%) 1800 m";"16.0";"13.0";
"25.03.2021 16:51";"18.0";"734.2";"755.9";"73";"Wind blowing from the south-east";"4";"";"";"";"Few clouds (10-30%) 1440 m, overcast (100%) 1950 m";"16.0";"13.0";
"25.03.2021 15:51";"17.0";"735.1";"756.9";"77";"Wind blowing from the south-southeast";"2";"";"";"";"Overcast (100%) 2400 m";"16.0";"13.0";
"25.03.2021 14:51";"17.0";"736.4";"758.2";"73";"Wind blowing from the south-southwest";"9";"14";"Rain";"";"Broken clouds (60-90%) 1440 m, broken clouds (60-90%) 1650 m, overcast (100%) 2100 m";"6.4";"12.0";
"25.03.2021 13:51";"22.0";"736.7";"758.2";"44";"Wind blowing from the south-southeast";"6";"8";"Light rain";"";"Few clouds (10-30%) 1380 m, broken clouds (60-90%) 2250 m, broken clouds (60-90%) 2850 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 12:51";"21.0";"737.6";"759.2";"46";"Wind blowing from the east-southeast";"6";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 3300 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 11:51";"19.0";"738.5";"760.2";"52";"Wind blowing from the south-east";"3";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 3300 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 10:51";"18.0";"738.9";"760.7";"56";"Wind blowing from the east-southeast";"2";"";"";"";"Scattered clouds (40-50%) 3000 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 09:51";"16.0";"739.5";"761.5";"63";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 2700 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 08:51";"14.0";"738.9";"761.0";"72";"Wind blowing from the south-east";"2";"";"";"";"Broken clouds (60-90%) 2700 m, overcast (100%) 7500 m";"16.0";"9.0";
"25.03.2021 07:51";"10.0";"738.8";"761.2";"88";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 7500 m";"16.0";"8.0";
"25.03.2021 06:51";"9.0";"739.0";"761.5";"87";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"7.0";
"25.03.2021 05:51";"7.0";"738.0";"760.7";"93";"Wind blowing from the north-northeast";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"6.0";
"25.03.2021 04:51";"8.0";"737.9";"760.5";"87";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"6.0";
"25.03.2021 03:51";"9.0";"737.7";"760.2";"87";"Wind blowing from the east-northeast";"2";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"7.0";
"25.03.2021 02:51";"9.0";"737.7";"760.2";"87";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"25.03.2021 01:51";"12.0";"737.9";"760.2";"77";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"8.0";
"25.03.2021 00:51";"14.0";"737.9";"760.0";"67";"Wind blowing from the south";"2";"";"";"";"No clouds";"16.0";"8.0";
"24.03.2021 23:51";"16.0";"738.1";"760.0";"59";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"16.0";"8.0";
"24.03.2021 22:51";"17.0";"737.8";"759.7";"56";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 2250 m";"16.0";"8.0";
"24.03.2021 21:51";"17.0";"737.6";"759.5";"56";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 2250 m";"16.0";"8.0";
"24.03.2021 20:51";"19.0";"737.3";"759.0";"49";"Wind blowing from the south-southwest";"4";"";"";"";"Few clouds (10-30%) 2100 m";"16.0";"8.0";
"24.03.2021 19:51";"19.0";"736.5";"758.2";"49";"Wind blowing from the south-southwest";"4";"";"";"";"Scattered clouds (40-50%) 1950 m";"16.0";"8.0";
"24.03.2021 18:51";"21.0";"735.9";"757.4";"43";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 1800 m, few clouds (10-30%) 2250 m";"16.0";"8.0";
"24.03.2021 17:51";"22.0";"735.8";"757.2";"41";"Wind blowing from the south-southwest";"7";"11";"";"";"Few clouds (10-30%) 2100 m";"16.0";"8.0";
"24.03.2021 16:51";"23.0";"735.8";"757.2";"36";"Wind blowing from the south-southwest";"8";"12";"";"";"Scattered clouds (40-50%) 1950 m";"16.0";"7.0";
"24.03.2021 15:51";"23.0";"735.6";"756.9";"38";"Wind blowing from the south-southwest";"9";"13";"";"";"Scattered clouds (40-50%) 1500 m";"16.0";"8.0";
"24.03.2021 14:51";"23.0";"735.8";"757.2";"41";"Wind blowing from the south-southwest";"11";"14";"";"";"Broken clouds (60-90%) 1500 m";"16.0";"9.0";
"24.03.2021 13:51";"23.0";"736.0";"757.4";"44";"Wind blowing from the south-southwest";"9";"13";"";"";"Broken clouds (60-90%) 1440 m";"16.0";"10.0";
"24.03.2021 12:51";"21.0";"736.4";"757.9";"53";"Wind blowing from the south";"6";"11";"";"";"Broken clouds (60-90%) 1320 m";"16.0";"11.0";
"24.03.2021 11:51";"21.0";"736.9";"758.4";"53";"Wind blowing from the south";"8";"12";"";"";"Scattered clouds (40-50%) 1110 m";"16.0";"11.0";
"24.03.2021 10:51";"17.0";"737.4";"759.2";"68";"Wind blowing from the south";"4";"";"";"";"Broken clouds (60-90%) 1260 m";"16.0";"11.0";
"24.03.2021 09:51";"17.0";"737.6";"759.5";"68";"Wind blowing from the south-southeast";"4";"";"";"";"Broken clouds (60-90%) 1500 m";"16.0";"11.0";
"24.03.2021 08:51";"16.0";"737.6";"759.5";"72";"Wind blowing from the south-southeast";"4";"";"";"";"Broken clouds (60-90%) 1500 m";"16.0";"11.0";
"24.03.2021 07:51";"14.0";"737.4";"759.5";"82";"Wind blowing from the south-southeast";"4";"";"Light rain";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1500 m";"16.0";"11.0";
"24.03.2021 06:51";"13.0";"737.5";"759.7";"88";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"16.0";"11.0";
"24.03.2021 05:51";"14.0";"737.6";"759.7";"82";"Wind blowing from the south";"2";"";"";"";"Broken clouds (60-90%) 1800 m, overcast (100%) 3900 m";"16.0";"11.0";
"24.03.2021 04:51";"16.0";"737.6";"759.5";"68";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1800 m, overcast (100%) 2550 m";"16.0";"10.0";
"24.03.2021 03:51";"16.0";"737.3";"759.2";"68";"Wind blowing from the south-southeast";"4";"";"";"";"Overcast (100%) 1950 m";"16.0";"10.0";
"24.03.2021 02:51";"16.0";"737.1";"759.0";"72";"Wind blowing from the south-east";"3";"";"";"";"Overcast (100%) 2100 m";"16.0";"11.0";
"24.03.2021 01:51";"16.0";"737.3";"759.2";"63";"Wind blowing from the south-east";"4";"";"";"";"Overcast (100%) 2250 m";"16.0";"9.0";
"24.03.2021 00:51";"17.0";"737.4";"759.2";"59";"Wind blowing from the south-east";"5";"";"";"";"Overcast (100%) 3000 m";"16.0";"9.0";
"23.03.2021 23:51";"17.0";"737.8";"759.7";"56";"Wind blowing from the south-east";"5";"";"";"";"Overcast (100%) 3000 m";"16.0";"8.0";
"23.03.2021 22:51";"17.0";"737.6";"759.5";"52";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m";"16.0";"7.0";
"23.03.2021 21:51";"17.0";"737.6";"759.5";"49";"Wind blowing from the east-southeast";"4";"";"";"";"Overcast (100%) 3900 m";"16.0";"6.0";
"23.03.2021 20:51";"16.0";"738.3";"760.2";"48";"Wind blowing from the east-southeast";"3";"";"";"";"Broken clouds (60-90%) 4500 m, overcast (100%) 6000 m";"16.0";"5.0";
"23.03.2021 19:51";"16.0";"737.8";"759.7";"45";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 4200 m, overcast (100%) 6000 m";"16.0";"4.0";
"23.03.2021 18:51";"18.0";"738.2";"760.0";"37";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 5400 m, overcast (100%) 7500 m";"16.0";"3.0";
"23.03.2021 17:51";"19.0";"738.5";"760.2";"35";"Wind blowing from the south-east";"7";"";"";"";"Few clouds (10-30%) 3000 m, scattered clouds (40-50%) 3900 m, overcast (100%) 7500 m";"16.0";"3.0";
"23.03.2021 16:51";"20.0";"738.5";"760.2";"33";"Wind blowing from the east-southeast";"5";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"3.0";
"23.03.2021 15:51";"21.0";"739.1";"760.7";"33";"Wind blowing from the south-east";"5";"";"";"";"Few clouds (10-30%) 3300 m, broken clouds (60-90%) 7500 m";"16.0";"4.0";
"23.03.2021 14:51";"20.0";"740.0";"761.7";"35";"Wind blowing from the south-southeast";"4";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"4.0";
"23.03.2021 13:51";"19.0";"740.5";"762.3";"40";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 2400 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"5.0";
"23.03.2021 12:51";"19.0";"740.7";"762.5";"40";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 2400 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 7500 m";"16.0";"5.0";
"23.03.2021 11:51";"18.0";"741.6";"763.5";"40";"Wind blowing from the south-southeast";"4";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"4.0";
"23.03.2021 10:51";"17.0";"742.0";"764.0";"42";"Wind blowing from the south-east";"4";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"14.4";"4.0";
"23.03.2021 09:51";"14.0";"742.3";"764.5";"48";"Wind blowing from the south-east";"5";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"3.0";
"23.03.2021 08:51";"13.0";"742.2";"764.5";"47";"Wind blowing from the south-east";"5";"";"";"";"Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"2.0";
"23.03.2021 07:51";"12.0";"742.1";"764.5";"47";"Wind blowing from the east-southeast";"5";"";"";"";"Broken clouds (60-90%) 7200 m";"14.4";"1.0";
"23.03.2021 06:51";"11.0";"742.0";"764.5";"44";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 6300 m, broken clouds (60-90%) 7200 m";"16.0";"-1.0";
"23.03.2021 05:51";"11.0";"741.8";"764.3";"41";"Wind blowing from the east-southeast";"3";"";"";"";"Broken clouds (60-90%) 6300 m";"16.0";"-2.0";
"23.03.2021 04:51";"11.0";"741.6";"764.0";"38";"Wind blowing from the east-southeast";"4";"";"";"";"Broken clouds (60-90%) 7200 m";"16.0";"-3.0";
"23.03.2021 03:51";"11.0";"741.8";"764.3";"35";"Wind blowing from the east-southeast";"3";"";"";"";"Broken clouds (60-90%) 7200 m";"16.0";"-4.0";
"23.03.2021 02:51";"10.0";"741.8";"764.3";"35";"Wind blowing from the east-southeast";"3";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-5.0";
"23.03.2021 01:51";"10.0";"741.8";"764.3";"32";"Wind blowing from the east";"3";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-6.0";
"23.03.2021 00:51";"12.0";"741.9";"764.3";"28";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-6.0";
"22.03.2021 23:51";"12.0";"742.1";"764.5";"28";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-6.0";
"22.03.2021 22:51";"12.0";"742.1";"764.5";"28";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-6.0";
"22.03.2021 21:51";"14.0";"742.3";"764.5";"25";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-6.0";
"22.03.2021 20:51";"14.0";"742.3";"764.5";"25";"Wind blowing from the east-southeast";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-6.0";
"22.03.2021 19:51";"14.0";"742.1";"764.3";"27";"Wind blowing from the east";"4";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-5.0";
"22.03.2021 18:51";"17.0";"742.3";"764.3";"20";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-6.0";
"22.03.2021 17:51";"19.0";"742.5";"764.3";"15";"Wind blowing from the east-southeast";"4";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-8.0";
"22.03.2021 16:51";"20.0";"742.7";"764.5";"20";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"-4.0";
"22.03.2021 15:51";"21.0";"742.8";"764.5";"21";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-2.0";
"22.03.2021 14:51";"21.0";"743.6";"765.3";"21";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 1800 m, broken clouds (60-90%) 7500 m";"16.0";"-2.0";
"22.03.2021 13:51";"20.0";"744.3";"766.1";"28";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"1.0";
"22.03.2021 12:51";"19.0";"745.2";"767.1";"30";"Wind blowing from the south-southwest";"3";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"1.0";
"22.03.2021 11:51";"18.0";"745.8";"767.8";"26";"variable wind direction";"3";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-2.0";
"22.03.2021 10:51";"17.0";"746.5";"768.6";"25";"Wind blowing from the south-southeast";"5";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-3.0";
"22.03.2021 09:51";"14.0";"746.5";"768.9";"29";"Wind blowing from the south";"5";"";"";"";"No clouds";"16.0";"-4.0";
"22.03.2021 08:51";"12.0";"746.6";"769.1";"28";"Wind blowing from the south-east";"4";"";"";"";"No clouds";"16.0";"-6.0";
"22.03.2021 07:51";"9.0";"746.4";"769.1";"34";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"-6.0";
"22.03.2021 06:51";"7.0";"746.0";"768.9";"39";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-6.0";
"22.03.2021 05:51";"7.0";"745.7";"768.6";"39";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-6.0";
"22.03.2021 04:51";"7.0";"745.7";"768.6";"42";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-5.0";
"22.03.2021 03:51";"7.0";"745.7";"768.6";"46";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-4.0";
"22.03.2021 02:51";"9.0";"745.9";"768.6";"40";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"-4.0";
"22.03.2021 01:51";"5.0";"745.5";"768.6";"76";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"1.0";
"22.03.2021 00:51";"6.0";"745.6";"768.6";"71";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"1.0";
"21.03.2021 23:51";"7.0";"745.7";"768.6";"66";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"1.0";
"21.03.2021 22:51";"8.0";"745.8";"768.6";"66";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"2.0";
"21.03.2021 21:51";"11.0";"746.3";"768.9";"50";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"1.0";
"21.03.2021 20:51";"14.0";"746.7";"769.1";"41";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"1.0";
"21.03.2021 19:51";"14.0";"746.7";"769.1";"41";"Wind blowing from the east-southeast";"2";"";"";"";"No clouds";"16.0";"1.0";
"21.03.2021 18:51";"16.0";"746.9";"769.1";"34";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"0.0";
"21.03.2021 17:51";"18.0";"747.3";"769.4";"30";"Wind blowing from the east-southeast";"4";"";"";"";"No clouds";"16.0";"0.0";
"21.03.2021 16:51";"18.0";"747.5";"769.6";"26";"Wind blowing from the south-east";"4";"";"";"";"No clouds";"16.0";"-2.0";
"21.03.2021 15:51";"18.0";"748.0";"770.1";"22";"Wind blowing from the south-east";"4";"";"";"";"No clouds";"16.0";"-4.0";
"21.03.2021 14:51";"18.0";"748.5";"770.6";"19";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 13:51";"18.0";"749.3";"771.4";"19";"Wind blowing from the east";"2";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 12:51";"17.0";"750.0";"772.2";"17";"Wind blowing from the south";"5";"";"";"";"No clouds";"16.0";"-8.0";
"21.03.2021 11:51";"15.0";"750.3";"772.7";"23";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 10:51";"13.0";"750.8";"773.4";"26";"Wind blowing from the south";"4";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 09:51";"11.0";"751.0";"773.7";"30";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 08:51";"9.0";"750.8";"773.7";"34";"Wind blowing from the south-east";"3";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 07:51";"6.0";"750.3";"773.4";"42";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 06:51";"3.0";"749.8";"773.2";"48";"Wind blowing from the east";"4";"";"";"";"No clouds";"16.0";"-7.0";
"21.03.2021 05:51";"4.0";"749.4";"772.7";"45";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"-7.0";
"21.03.2021 04:51";"4.0";"749.4";"772.7";"45";"Wind blowing from the east-southeast";"4";"";"";"";"No clouds";"16.0";"-7.0";
"21.03.2021 03:51";"4.0";"749.1";"772.4";"42";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-8.0";
"21.03.2021 02:51";"5.0";"749.2";"772.4";"39";"Wind blowing from the east";"2";"";"";"";"No clouds";"16.0";"-8.0";
"21.03.2021 01:51";"4.0";"749.4";"772.7";"48";"Wind blowing from the east";"2";"";"";"";"No clouds";"16.0";"-6.0";
"21.03.2021 00:51";"4.0";"749.4";"772.7";"48";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-6.0";
"20.03.2021 23:51";"6.0";"749.8";"772.9";"46";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-5.0";
"20.03.2021 22:51";"4.0";"749.9";"773.2";"61";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-3.0";
"20.03.2021 21:51";"5.0";"750.0";"773.2";"53";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"16.0";"-4.0";
"20.03.2021 20:51";"7.0";"750.2";"773.2";"42";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"16.0";"-5.0";
"20.03.2021 19:51";"10.0";"750.4";"773.2";"28";"Wind blowing from the north-northeast";"3";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 18:51";"13.0";"750.6";"773.2";"21";"Wind blowing from the east";"2";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 17:51";"14.0";"750.7";"773.2";"23";"Wind blowing from the east";"4";"";"";"";"No clouds";"16.0";"-7.0";
"20.03.2021 16:51";"16.0";"750.9";"773.2";"19";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 15:51";"15.0";"751.0";"773.4";"21";"Wind blowing from the east";"5";"";"";"";"No clouds";"16.0";"-7.0";
"20.03.2021 14:51";"14.0";"751.4";"773.9";"21";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 13:51";"14.0";"751.9";"774.4";"23";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-7.0";
"20.03.2021 12:51";"13.0";"752.6";"775.2";"26";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-6.0";
"20.03.2021 11:51";"11.0";"752.9";"775.7";"26";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 10:51";"9.0";"753.2";"776.2";"29";"Wind blowing from the east";"3";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 09:51";"7.0";"753.4";"776.5";"31";"Wind blowing from the east-southeast";"4";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 08:51";"4.0";"752.8";"776.2";"42";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 07:51";"1.0";"752.6";"776.2";"51";"Wind blowing from the north";"2";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 06:51";"-3.0";"752.0";"776.0";"69";"Wind blowing from the north";"2";"";"";"";"No clouds";"16.0";"-8.0";
"20.03.2021 05:51";"-2.0";"751.6";"775.5";"59";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 04:51";"-2.0";"751.4";"775.2";"59";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 03:51";"-2.0";"751.2";"775.0";"59";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 02:51";"-1.0";"751.2";"775.0";"55";"Wind blowing from the north";"2";"";"";"";"No clouds";"16.0";"-9.0";
"20.03.2021 01:51";"-2.0";"751.2";"775.0";"64";"Wind blowing from the north";"3";"";"";"";"No clouds";"16.0";"-8.0";
