# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"10.02.2021 01:51";"-9.0";"746.6";"770.9";"79";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 4500 m, broken clouds (60-90%) 7500 m";"11.2";"-12.0";
"10.02.2021 00:51";"-9.0";"746.3";"770.6";"79";"Wind blowing from the north";"4";"";"";"";"Scattered clouds (40-50%) 4500 m, broken clouds (60-90%) 7500 m";"11.2";"-12.0";
"09.02.2021 23:51";"-9.0";"746.3";"770.6";"79";"Wind blowing from the north";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"12.8";"-12.0";
"09.02.2021 22:51";"-8.0";"746.2";"770.4";"79";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 1200 m, broken clouds (60-90%) 7500 m";"12.8";"-11.0";
"09.02.2021 21:51";"-7.0";"746.3";"770.4";"79";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 1260 m, broken clouds (60-90%) 7500 m";"12.8";"-10.0";
"09.02.2021 20:51";"-6.0";"746.4";"770.4";"80";"Wind blowing from the north-northwest";"4";"";"";"";"Overcast (100%) 1320 m";"12.8";"-9.0";
"09.02.2021 19:51";"-6.0";"745.9";"769.9";"80";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 1320 m";"12.8";"-9.0";
"09.02.2021 18:51";"-5.0";"745.5";"769.4";"74";"Wind blowing from the north";"5";"";"";"";"Overcast (100%) 1440 m";"14.4";"-9.0";
"09.02.2021 17:51";"-4.0";"745.3";"769.1";"74";"Wind blowing from the north-northwest";"4";"";"";"";"Overcast (100%) 1440 m";"12.8";"-8.0";
"09.02.2021 16:51";"-3.0";"744.9";"768.6";"74";"Wind blowing from the north-northwest";"4";"";"";"";"Overcast (100%) 1500 m";"12.8";"-7.0";
"09.02.2021 15:51";"-3.0";"744.1";"767.8";"74";"Wind blowing from the north-west";"3";"";"Haze";"";"Overcast (100%) 1500 m";"8.0";"-7.0";
"09.02.2021 14:51";"-3.0";"743.9";"767.6";"74";"Wind blowing from the north";"3";"";"Light snow";"";"Broken clouds (60-90%) 1500 m, overcast (100%) 2250 m";"8.0";"-7.0";
"09.02.2021 13:51";"-3.0";"743.9";"767.6";"80";"Wind blowing from the north-northwest";"4";"";"Light snow";"";"Scattered clouds (40-50%) 420 m, overcast (100%) 1500 m";"9.6";"-6.0";
"09.02.2021 12:51";"-3.0";"744.1";"767.8";"80";"Wind blowing from the north-northwest";"4";"";"Light snow";"";"Scattered clouds (40-50%) 480 m, overcast (100%) 1080 m";"9.6";"-6.0";
"09.02.2021 11:51";"-3.0";"744.4";"768.1";"74";"Wind blowing from the north-northwest";"5";"";"Light snow";"";"Overcast (100%) 1020 m";"8.0";"-7.0";
"09.02.2021 10:51";"-3.0";"743.9";"767.6";"74";"Wind blowing from the north";"4";"";"Light snow";"";"Overcast (100%) 1080 m";"8.0";"-7.0";
"09.02.2021 09:51";"-4.0";"744.0";"767.8";"80";"Wind blowing from the north";"2";"";"Light snow";"";"Broken clouds (60-90%) 1020 m, overcast (100%) 1950 m";"8.0";"-7.0";
"09.02.2021 08:51";"-4.0";"743.8";"767.6";"80";"Wind blowing from the north";"3";"";"Light snow";"";"Few clouds (10-30%) 1350 m, broken clouds (60-90%) 1800 m, overcast (100%) 2400 m";"9.6";"-7.0";
"09.02.2021 07:51";"-5.0";"743.2";"767.1";"86";"Wind blowing from the north-northeast";"3";"";"Light snow, mist";"";"Overcast (100%) 1950 m";"4.8";"-7.0";
"09.02.2021 07:25";"-6.0";"743.2";"767.1";"93";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 720 m, overcast (100%) 2100 m";"6.4";"-7.0";
"09.02.2021 06:51";"-6.0";"742.7";"766.6";"93";"Wind blowing from the north";"3";"";"Light snow, mist";"";"Scattered clouds (40-50%) 180 m, overcast (100%) 780 m";"4.8";"-7.0";
"09.02.2021 05:51";"-4.0";"742.8";"766.6";"93";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Few clouds (10-30%) 180 m, overcast (100%) 870 m";"3.2";"-5.0";
"09.02.2021 05:30";"-4.0";"742.8";"766.6";"100";"Wind blowing from the north";"3";"";"Light snow, mist";"";"Overcast (100%) 540 m";"2.4";"-4.0";
"09.02.2021 05:03";"-4.0";"742.8";"766.6";"100";"Wind blowing from the north-northwest";"2";"";"Light snow, mist";"";"Overcast (100%) 330 m";"1.6";"-4.0";
"09.02.2021 04:51";"-4.0";"742.8";"766.6";"100";"Wind blowing from the north-northwest";"2";"";"Snow,freezing (supercooled) fog";"";"Overcast (100%) 330 m";"0.8";"-4.0";
"09.02.2021 04:31";"-3.0";"742.9";"766.6";"93";"Wind blowing from the north-west";"3";"";"Snow,freezing (supercooled) fog";"";"Overcast (100%) 330 m";"0.8";"-4.0";
"09.02.2021 04:02";"-3.0";"742.6";"766.3";"93";"Wind blowing from the north";"2";"";"Light snow, mist";"";"Overcast (100%) 450 m";"1.2";"-4.0";
"09.02.2021 03:51";"-3.0";"742.6";"766.3";"93";"Wind blowing from the north-northwest";"2";"";"Light snow, mist";"";"Overcast (100%) 870 m";"2.4";"-4.0";
"09.02.2021 03:12";"-3.0";"742.6";"766.3";"93";"Wind blowing from the north";"2";"";"Light snow, mist";"";"Overcast (100%) 870 m";"2.8";"-4.0";
"09.02.2021 02:51";"-3.0";"742.6";"766.3";"93";"Calm, no wind";"0";"";"Light snow, mist";"";"Overcast (100%) 900 m";"3.2";"-4.0";
"09.02.2021 01:51";"-4.0";"742.6";"766.3";"93";"Calm, no wind";"0";"";"Light snow, mist";"";"Overcast (100%) 1020 m";"4.0";"-5.0";
"09.02.2021 01:43";"-4.0";"742.8";"766.6";"93";"Calm, no wind";"0";"";"Light snow, mist";"";"Overcast (100%) 1020 m";"4.0";"-5.0";
"09.02.2021 01:13";"-4.0";"742.8";"766.6";"100";"Calm, no wind";"0";"";"Light snow, mist";"";"Overcast (100%) 780 m";"2.8";"-4.0";
"09.02.2021 00:51";"-4.0";"742.8";"766.6";"100";"Wind blowing from the north";"2";"";"Light snow, mist";"";"Vertical visibility 300 m";"1.2";"-4.0";
"09.02.2021 00:33";"-4.0";"743.0";"766.8";"100";"Calm, no wind";"0";"";"Light snow, mist";"";"Vertical visibility 300 m";"1.2";"-4.0";
"08.02.2021 23:51";"-3.0";"743.4";"767.1";"93";"Wind blowing from the north";"2";"";"Light snow, mist";"";"Vertical visibility 420 m";"1.6";"-4.0";
"08.02.2021 23:03";"-3.0";"743.4";"767.1";"93";"Wind blowing from the east";"2";"";"Light snow, mist";"";"Broken clouds (60-90%) 720 m, overcast (100%) 870 m";"2.0";"-4.0";
"08.02.2021 22:49";"-3.0";"743.4";"767.1";"86";"Wind blowing from the east-northeast";"2";"";"Light snow, mist";"";"Overcast (100%) 1200 m";"4.0";"-5.0";
"08.02.2021 22:48";"-3.0";"743.4";"767.1";"86";"Wind blowing from the north-east";"2";"";"Light snow, mist";"";"Overcast (100%) 1200 m";"4.0";"-5.0";
"08.02.2021 21:51";"-3.0";"743.4";"767.1";"80";"Wind blowing from the east";"2";"";"Light snow, mist";"";"Overcast (100%) 750 m";"4.8";"-6.0";
"08.02.2021 20:51";"-3.0";"743.6";"767.3";"74";"Wind blowing from the east-northeast";"2";"";"Light snow";"";"Overcast (100%) 690 m";"4.8";"-7.0";
"08.02.2021 20:19";"-2.0";"743.7";"767.3";"59";"Wind blowing from the north-northeast";"3";"";"Light snow";"";"Overcast (100%) 870 m";"12.8";"-9.0";
"08.02.2021 19:51";"-2.0";"744.0";"767.6";"59";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 1170 m";"16.0";"-9.0";
"08.02.2021 18:51";"-1.0";"743.8";"767.3";"51";"Calm, no wind";"0";"";"";"";"Overcast (100%) 1380 m";"16.0";"-10.0";
"08.02.2021 17:51";"-2.0";"743.7";"767.3";"51";"Wind blowing from the north-northeast";"2";"";"";"";"Overcast (100%) 1380 m";"16.0";"-11.0";
"08.02.2021 16:51";"-2.0";"744.0";"767.6";"51";"Wind blowing from the east";"2";"";"";"";"Overcast (100%) 1320 m";"16.0";"-11.0";
"08.02.2021 15:51";"-1.0";"744.1";"767.6";"47";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 1320 m";"16.0";"-11.0";
"08.02.2021 14:51";"-2.0";"744.2";"767.8";"47";"Wind blowing from the east-northeast";"2";"";"";"";"Scattered clouds (40-50%) 1320 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 6000 m";"16.0";"-12.0";
"08.02.2021 13:51";"-2.0";"744.8";"768.4";"43";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1320 m, broken clouds (60-90%) 3600 m";"16.0";"-13.0";
"08.02.2021 12:51";"-3.0";"745.2";"768.9";"46";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3600 m";"16.0";"-13.0";
"08.02.2021 11:51";"-6.0";"745.9";"769.9";"54";"Wind blowing from the east-southeast";"3";"";"";"";"Overcast (100%) 1260 m";"16.0";"-14.0";
"08.02.2021 10:51";"-7.0";"746.3";"770.4";"58";"Wind blowing from the south-east";"2";"";"";"";"Overcast (100%) 1260 m";"16.0";"-14.0";
"08.02.2021 09:51";"-8.0";"746.4";"770.6";"62";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1440 m, overcast (100%) 1800 m";"16.0";"-14.0";
"08.02.2021 08:51";"-9.0";"746.1";"770.4";"67";"Wind blowing from the east";"2";"";"";"";"Broken clouds (60-90%) 1800 m, overcast (100%) 2100 m";"16.0";"-14.0";
"08.02.2021 07:51";"-10.0";"745.7";"770.1";"62";"Wind blowing from the east-northeast";"2";"";"";"";"Broken clouds (60-90%) 1650 m, overcast (100%) 2100 m";"16.0";"-16.0";
"08.02.2021 06:51";"-11.0";"745.1";"769.6";"67";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 1950 m";"16.0";"-16.0";
"08.02.2021 05:51";"-11.0";"745.4";"769.9";"67";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2100 m, overcast (100%) 2700 m";"16.0";"-16.0";
"08.02.2021 04:51";"-11.0";"745.1";"769.6";"67";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 1800 m, overcast (100%) 2850 m";"16.0";"-16.0";
"08.02.2021 03:51";"-11.0";"745.4";"769.9";"62";"Wind blowing from the north-east";"2";"";"";"";"Broken clouds (60-90%) 1950 m, overcast (100%) 3000 m";"16.0";"-17.0";
"08.02.2021 02:51";"-11.0";"745.1";"769.6";"62";"Wind blowing from the east-northeast";"2";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"16.0";"-17.0";
"08.02.2021 01:51";"-11.0";"744.9";"769.4";"62";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 1950 m";"16.0";"-17.0";
"08.02.2021 00:51";"-11.0";"745.1";"769.6";"62";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 1650 m";"16.0";"-17.0";
"07.02.2021 23:51";"-11.0";"744.9";"769.4";"62";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 1800 m";"16.0";"-17.0";
"07.02.2021 22:51";"-11.0";"744.6";"769.1";"57";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3300 m";"16.0";"-18.0";
"07.02.2021 21:51";"-11.0";"744.4";"768.9";"57";"Wind blowing from the north-west";"3";"";"";"";"Overcast (100%) 2700 m";"16.0";"-18.0";
"07.02.2021 20:51";"-11.0";"744.0";"768.4";"62";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 3000 m";"16.0";"-17.0";
"07.02.2021 19:51";"-11.0";"743.4";"767.8";"62";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 2850 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"-17.0";
"07.02.2021 18:51";"-11.0";"743.2";"767.6";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 3600 m, scattered clouds (40-50%) 7500 m";"16.0";"-18.0";
"07.02.2021 17:51";"-9.0";"743.1";"767.3";"57";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 3600 m, scattered clouds (40-50%) 7500 m";"16.0";"-16.0";
"07.02.2021 16:51";"-8.0";"742.7";"766.8";"58";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-15.0";
"07.02.2021 15:51";"-8.0";"742.2";"766.3";"62";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 4500 m";"16.0";"-14.0";
"07.02.2021 14:51";"-7.0";"742.1";"766.1";"58";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 4500 m";"16.0";"-14.0";
"07.02.2021 13:51";"-7.0";"742.1";"766.1";"53";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 600 m";"16.0";"-15.0";
"07.02.2021 12:51";"-8.0";"741.7";"765.8";"62";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"16.0";"-14.0";
"07.02.2021 11:51";"-8.0";"741.7";"765.8";"62";"Wind blowing from the north-west";"5";"";"";"";"Few clouds (10-30%) 600 m";"16.0";"-14.0";
"07.02.2021 10:51";"-8.0";"741.7";"765.8";"68";"Wind blowing from the west-northwest";"6";"";"";"";"Scattered clouds (40-50%) 630 m";"16.0";"-13.0";
"07.02.2021 09:51";"-9.0";"741.4";"765.6";"73";"Wind blowing from the north-west";"6";"";"";"";"Scattered clouds (40-50%) 570 m";"16.0";"-13.0";
"07.02.2021 08:51";"-10.0";"740.8";"765.0";"79";"Wind blowing from the west-northwest";"6";"";"";"";"Few clouds (10-30%) 510 m";"16.0";"-13.0";
"07.02.2021 07:51";"-10.0";"739.8";"764.0";"79";"Wind blowing from the west-northwest";"5";"";"";"";"Few clouds (10-30%) 510 m";"16.0";"-13.0";
"07.02.2021 06:51";"-8.0";"739.3";"763.3";"73";"Wind blowing from the north-west";"7";"";"";"";"Broken clouds (60-90%) 510 m, overcast (100%) 1350 m";"16.0";"-12.0";
"07.02.2021 05:51";"-7.0";"738.9";"762.8";"73";"Wind blowing from the north-west";"5";"";"";"";"Few clouds (10-30%) 510 m, overcast (100%) 1140 m";"14.4";"-11.0";
"07.02.2021 04:51";"-7.0";"738.1";"762.0";"73";"Wind blowing from the north-northwest";"6";"";"";"";"Few clouds (10-30%) 390 m, overcast (100%) 840 m";"14.4";"-11.0";
"07.02.2021 03:51";"-7.0";"737.8";"761.7";"79";"Wind blowing from the north-northwest";"4";"";"Light snow";"";"Overcast (100%) 900 m";"6.4";"-10.0";
"07.02.2021 03:40";"-7.0";"738.1";"762.0";"79";"Wind blowing from the north-northwest";"3";"";"Light snow";"";"Overcast (100%) 900 m";"4.0";"-10.0";
"07.02.2021 02:51";"-7.0";"738.4";"762.3";"68";"Wind blowing from the north-northwest";"5";"";"Light snow";"";"Overcast (100%) 900 m";"8.0";"-12.0";
"07.02.2021 01:51";"-7.0";"737.4";"761.2";"63";"Wind blowing from the north-northwest";"5";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3000 m";"16.0";"-13.0";
"07.02.2021 00:51";"-6.0";"737.4";"761.2";"63";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 3300 m";"16.0";"-12.0";
"06.02.2021 23:51";"-5.0";"737.5";"761.2";"58";"Wind blowing from the north-northwest";"3";"";"";"";"Scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 3600 m";"16.0";"-12.0";
"06.02.2021 22:51";"-6.0";"737.7";"761.5";"63";"Wind blowing from the north";"2";"";"";"";"No clouds";"16.0";"-12.0";
"06.02.2021 21:51";"-6.0";"737.4";"761.2";"58";"Wind blowing from the east-southeast";"4";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 20:51";"-6.0";"738.5";"762.3";"58";"Wind blowing from the east";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 19:51";"-6.0";"739.0";"762.8";"58";"Wind blowing from the north-east";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 18:51";"-6.0";"739.5";"763.3";"58";"Wind blowing from the north-northeast";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 17:51";"-4.0";"740.3";"764.0";"46";"Wind blowing from the north-northwest";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-14.0";
"06.02.2021 16:51";"-3.0";"740.7";"764.3";"46";"Wind blowing from the south-southwest";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 15:51";"-3.0";"740.7";"764.3";"46";"Wind blowing from the south-southwest";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"06.02.2021 14:51";"-4.0";"740.6";"764.3";"46";"Wind blowing from the south-west";"2";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-14.0";
"06.02.2021 13:51";"-4.0";"741.1";"764.8";"46";"Wind blowing from the west-southwest";"4";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-14.0";
"06.02.2021 12:51";"-4.0";"741.6";"765.3";"46";"Wind blowing from the south-west";"4";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-14.0";
"06.02.2021 11:51";"-5.0";"742.3";"766.1";"50";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-14.0";
"06.02.2021 10:51";"-6.0";"741.7";"765.6";"49";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-15.0";
"06.02.2021 09:51";"-7.0";"741.3";"765.3";"58";"Wind blowing from the west";"6";"";"";"";"No clouds";"16.0";"-14.0";
"06.02.2021 08:51";"-8.0";"740.5";"764.5";"62";"Wind blowing from the west";"5";"";"";"";"No clouds";"16.0";"-14.0";
"06.02.2021 07:51";"-8.0";"739.8";"763.8";"62";"Wind blowing from the west";"5";"";"";"";"No clouds";"16.0";"-14.0";
"06.02.2021 06:51";"-9.0";"738.4";"762.5";"73";"Wind blowing from the west";"4";"";"";"";"No clouds";"16.0";"-13.0";
"06.02.2021 05:51";"-7.0";"737.8";"761.7";"63";"Wind blowing from the west";"5";"";"";"";"No clouds";"16.0";"-13.0";
"06.02.2021 04:51";"-8.0";"737.6";"761.5";"73";"Wind blowing from the west-northwest";"4";"";"";"";"No clouds";"16.0";"-12.0";
"06.02.2021 03:51";"-7.0";"736.9";"760.7";"73";"Wind blowing from the west-northwest";"5";"";"";"";"Few clouds (10-30%) 2400 m";"16.0";"-11.0";
"06.02.2021 02:51";"-6.0";"736.5";"760.2";"80";"Wind blowing from the west-northwest";"4";"";"";"";"No clouds";"16.0";"-9.0";
"06.02.2021 01:51";"-5.0";"735.9";"759.5";"80";"Wind blowing from the west-northwest";"6";"";"";"";"No clouds";"16.0";"-8.0";
"06.02.2021 00:51";"-2.0";"735.1";"758.4";"69";"Wind blowing from the west";"7";"11";"";"";"Scattered clouds (40-50%) 1110 m, broken clouds (60-90%) 1410 m";"16.0";"-7.0";
"05.02.2021 23:51";"-1.0";"734.7";"757.9";"69";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 1350 m, overcast (100%) 1650 m";"16.0";"-6.0";
"05.02.2021 22:51";"-1.0";"734.5";"757.7";"69";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 1350 m, overcast (100%) 1800 m";"16.0";"-6.0";
"05.02.2021 21:51";"-1.0";"734.2";"757.4";"69";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 1230 m, scattered clouds (40-50%) 1500 m, overcast (100%) 1800 m";"16.0";"-6.0";
"05.02.2021 20:51";"-1.0";"733.7";"756.9";"64";"Wind blowing from the south-southwest";"3";"";"";"";"Overcast (100%) 1500 m";"16.0";"-7.0";
"05.02.2021 19:51";"-1.0";"733.5";"756.7";"64";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 1800 m";"16.0";"-7.0";
"05.02.2021 18:51";"-1.0";"733.5";"756.7";"64";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 1470 m, overcast (100%) 1800 m";"16.0";"-7.0";
"05.02.2021 17:51";"-1.0";"733.2";"756.4";"59";"Wind blowing from the west-southwest";"7";"10";"Light snow";"";"Overcast (100%) 1650 m";"14.4";"-8.0";
"05.02.2021 16:51";"-1.0";"732.7";"755.9";"64";"Wind blowing from the south-west";"9";"13";"Light snow";"";"Scattered clouds (40-50%) 1200 m, overcast (100%) 1650 m";"14.4";"-7.0";
"05.02.2021 15:51";"-1.0";"732.7";"755.9";"64";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 1170 m, overcast (100%) 1650 m";"16.0";"-7.0";
"05.02.2021 14:51";"-1.0";"732.7";"755.9";"64";"Wind blowing from the south-west";"8";"11";"";"";"Scattered clouds (40-50%) 1170 m, overcast (100%) 1470 m";"16.0";"-7.0";
"05.02.2021 13:51";"-1.0";"732.5";"755.7";"55";"Wind blowing from the west-southwest";"9";"12";"";"";"Scattered clouds (40-50%) 1230 m, overcast (100%) 1500 m";"16.0";"-9.0";
"05.02.2021 12:51";"-1.0";"732.2";"755.4";"55";"Wind blowing from the west";"10";"12";"";"";"Scattered clouds (40-50%) 1320 m";"14.4";"-9.0";
"05.02.2021 11:51";"-2.0";"732.5";"755.7";"59";"Wind blowing from the west-southwest";"9";"14";"";"";"Scattered clouds (40-50%) 1260 m";"16.0";"-9.0";
"05.02.2021 10:51";"-2.0";"732.5";"755.7";"64";"Wind blowing from the west-southwest";"7";"13";"";"";"Scattered clouds (40-50%) 1020 m";"16.0";"-8.0";
"05.02.2021 09:51";"-3.0";"731.8";"755.1";"64";"Wind blowing from the west-southwest";"9";"11";"";"";"Scattered clouds (40-50%) 960 m";"16.0";"-9.0";
"05.02.2021 08:51";"-4.0";"731.5";"754.9";"59";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 900 m";"16.0";"-11.0";
"05.02.2021 08:22";"-4.0";"731.0";"754.4";"59";"Wind blowing from the west";"10";"15";"";"";"Scattered clouds (40-50%) 810 m, scattered clouds (40-50%) 1080 m";"16.0";"-11.0";
"05.02.2021 07:51";"-2.0";"730.9";"754.1";"74";"Wind blowing from the west-southwest";"7";"10";"";"";"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 990 m";"16.0";"-6.0";
"05.02.2021 07:43";"-2.0";"730.9";"754.1";"74";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 990 m";"16.0";"-6.0";
"05.02.2021 07:10";"-2.0";"730.7";"753.9";"69";"Wind blowing from the west-southwest";"6";"12";"";"";"Scattered clouds (40-50%) 720 m, overcast (100%) 960 m";"16.0";"-7.0";
"05.02.2021 06:51";"-2.0";"730.7";"753.9";"69";"Wind blowing from the west";"7";"11";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 1020 m";"16.0";"-7.0";
"05.02.2021 05:51";"-2.0";"730.4";"753.6";"74";"Wind blowing from the west";"8";"11";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 990 m";"16.0";"-6.0";
"05.02.2021 04:51";"-1.0";"729.8";"752.9";"80";"Wind blowing from the west";"6";"11";"";"";"Overcast (100%) 570 m";"16.0";"-4.0";
"05.02.2021 03:51";"-1.0";"729.0";"752.1";"80";"Wind blowing from the west-southwest";"13";"16";"";"";"Overcast (100%) 570 m";"16.0";"-4.0";
"05.02.2021 02:51";"1.0";"728.2";"751.1";"75";"Wind blowing from the west";"7";"12";"";"";"Overcast (100%) 690 m";"16.0";"-3.0";
"05.02.2021 01:51";"2.0";"727.4";"750.1";"75";"Wind blowing from the west";"10";"16";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 900 m";"16.0";"-2.0";
"05.02.2021 00:51";"2.0";"726.3";"749.0";"93";"Wind blowing from the south-southwest";"6";"10";"Light rain";"";"Overcast (100%) 360 m";"16.0";"1.0";
"05.02.2021 00:30";"2.0";"726.1";"748.8";"93";"Wind blowing from the south-southwest";"5";"";"Light rain";"";"Overcast (100%) 360 m";"16.0";"1.0";
"04.02.2021 23:51";"2.0";"726.3";"749.0";"93";"Wind blowing from the south";"6";"";"Light snow, rain";"";"Overcast (100%) 450 m";"16.0";"1.0";
