year,quarter,month,flight_date,reporting_airline,tail_number,flight_number,origin,dest,crs_dep_time,dep_time,dep_delay_minutes,cancelled,cancelletion_code,air_time,distance,weather_delay
2021,1,1,1/1/2021 12:00:00 AM,UA,N16217,2468,CLE,RSW,1335,1330,0.00,0.00,,145.00,1025.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N17233,1419,CLE,FLL,0900,0855,0.00,0.00,,149.00,1062.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N17233,2350,FLL,CLE,1300,1259,0.00,0.00,,132.00,1062.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N17719,1816,DEN,CLE,1540,1547,7.00,0.00,,137.00,1201.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N17719,685,CLE,DEN,1315,1346,31.00,0.00,,162.00,1201.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,UA,N23708,1160,ORD,CLE,1750,1918,88.00,0.00,,47.00,315.00,9.00
2021,1,1,1/1/2021 12:00:00 AM,UA,N24224,1417,EWR,CLE,1714,1710,0.00,0.00,,73.00,404.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N24224,356,MCO,CLE,0845,0838,0.00,0.00,,113.00,895.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N24224,776,CLE,EWR,1147,1144,0.00,0.00,,58.00,404.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,UA,N26208,2079,CLE,MCO,0830,0823,0.00,0.00,,128.00,895.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N27213,607,CLE,RSW,0800,0755,0.00,0.00,,148.00,1025.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N34222,1477,FLL,CLE,0900,0853,0.00,0.00,,133.00,1062.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N34222,1719,CLE,FLL,1255,1300,5.00,0.00,,152.00,1062.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N36207,1134,CLE,MCO,1530,1603,33.00,0.00,,123.00,895.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,UA,N36207,405,DEN,CLE,0950,1029,39.00,0.00,,140.00,1201.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,UA,N36247,486,RSW,CLE,1320,1311,0.00,0.00,,125.00,1025.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N37427,653,CLE,IAD,0810,0758,0.00,0.00,,48.00,288.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N66848,1739,MCO,CLE,1330,1323,0.00,0.00,,119.00,895.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N66848,639,CLE,DEN,1705,1658,0.00,0.00,,167.00,1201.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N68817,235,DEN,CLE,1815,1810,0.00,0.00,,143.00,1201.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N68823,293,CLE,DEN,0850,0841,0.00,0.00,,172.00,1201.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N69819,1521,IAD,CLE,1745,1742,0.00,0.00,,57.00,288.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N213WN,2263,ATL,CMH,1740,1755,15.00,0.00,,62.00,447.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N213WN,4676,CMH,ATL,1450,1450,0.00,0.00,,79.00,447.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N213WN,4736,BWI,CMH,0925,0924,0.00,0.00,,60.00,337.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N226WN,2151,BNA,CLE,1535,1604,29.00,0.00,,60.00,448.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N234WN,678,MCO,CLE,1140,1135,0.00,0.00,,113.00,895.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N234WN,679,CLE,MCO,1445,1436,0.00,0.00,,130.00,895.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N252WN,2764,CMH,DAL,0920,0915,0.00,0.00,,146.00,919.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N267WN,2710,CLE,MDW,1130,1301,91.00,0.00,,58.00,307.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N275WN,2461,ATL,CMH,1250,1250,0.00,0.00,,66.00,447.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N275WN,3424,CMH,BWI,1725,1717,0.00,0.00,,54.00,337.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N294WN,2438,CLE,BNA,1145,1142,0.00,0.00,,83.00,448.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N294WN,3302,BWI,CLE,0910,0904,0.00,0.00,,59.00,314.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N401WN,2685,CLE,BWI,0625,0621,0.00,0.00,,53.00,314.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N412WN,2950,MDW,CLE,1340,,,1.00,B,,307.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N417WN,371,CLE,RSW,0800,0757,0.00,0.00,,161.00,1025.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N417WN,372,RSW,CLE,1740,1750,10.00,0.00,,138.00,1025.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N420WN,2023,CLE,MDW,1750,1746,0.00,0.00,,58.00,307.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N429WN,4674,BNA,CMH,1120,1127,7.00,0.00,,47.00,337.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N429WN,4766,CMH,BNA,1540,1537,0.00,0.00,,66.00,337.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N437WN,2700,CLE,MDW,0810,0806,0.00,0.00,,57.00,307.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N480WN,3324,MDW,CMH,2000,2024,24.00,0.00,,51.00,283.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N7731A,1945,MCO,CMH,1600,1557,0.00,0.00,,110.00,802.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7829B,815,CMH,MDW,0800,0755,0.00,0.00,,55.00,283.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7835A,1646,CLE,BWI,1520,1515,0.00,0.00,,64.00,314.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7835A,5029,MDW,CLE,1010,1005,0.00,0.00,,48.00,307.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8555Z,2770,CMH,MCO,1010,1006,0.00,0.00,,113.00,802.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8577Z,2795,CMH,RSW,1045,1049,4.00,0.00,,146.00,930.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N8633A,2713,DEN,CMH,1750,1753,3.00,0.00,,138.00,1154.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8639B,4916,RSW,CMH,1800,1859,59.00,0.00,,132.00,930.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N8649A,3751,MDW,CMH,1340,,,1.00,B,,283.00,
